label	reference	query	chr_sizes
ISCA-gain.lex-smallest.cds.tsv!stringent.gain	data/ISCA-gain.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-gain.lex-smallest.trans.tsv!stringent.gain	data/Curated-gain.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-gain.all.intron.tsv!stringent.gain	data/Curated-gain.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
embryonic-lethal.lex-smallest.trans.tsv!stringent.gain	data/embryonic-lethal.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-loss.lex-smallest.exon.tsv!stringent.gain	data/Curated-loss.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
OMIM.lex-smallest.intron.tsv!stringent.gain	data/OMIM.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
OMIM.all.trans.tsv!stringent.gain	data/OMIM.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI2.lex-smallest.cds.tsv!stringent.gain	data/GI2.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI3.all.exon.tsv!stringent.gain	data/HI3.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI1.all.exon.tsv!stringent.gain	data/GI1.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
embryonic-lethal.lex-smallest.exon.tsv!stringent.gain	data/embryonic-lethal.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI3.lex-smallest.cds.tsv!stringent.gain	data/GI3.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-loss.lex-smallest.trans.tsv!stringent.gain	data/Curated-loss.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-dom.lex-smallest.trans.tsv!stringent.gain	data/CGD-dom.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Paralogs.all.exon.tsv!stringent.gain	data/Paralogs.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI2.all.intron.tsv!stringent.gain	data/HI2.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
phen.all.exon.tsv!stringent.gain	data/phen.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Non-cod.lex-smallest.trans.tsv!stringent.gain	data/Non-cod.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Paralogs.lex-smallest.exon.tsv!stringent.gain	data/Paralogs.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.all.exon.tsv!stringent.gain	data/Cancer-gain.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-loss.all.cds.tsv!stringent.gain	data/Curated-loss.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.all.trans.tsv!stringent.gain	data/ISCA-loss.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-loss.all.exon.tsv!stringent.gain	data/Decipher-loss.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI3.lex-smallest.exon.tsv!stringent.gain	data/HI3.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI1.all.cds.tsv!stringent.gain	data/GI1.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-loss.lex-smallest.cds.tsv!stringent.gain	data/Decipher-loss.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-gain.lex-smallest.intron.tsv!stringent.gain	data/ISCA-gain.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
embryonic-lethal.all.trans.tsv!stringent.gain	data/embryonic-lethal.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-dom.all.cds.tsv!stringent.gain	data/CGD-dom.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Non-cod.all.intron.tsv!stringent.gain	data/Non-cod.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.lex-smallest.cds.tsv!stringent.gain	data/Decipher-gain.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-gain.all.exon.tsv!stringent.gain	data/ISCA-gain.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-dom.all.exon.tsv!stringent.gain	data/CGD-dom.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI2.lex-smallest.trans.tsv!stringent.gain	data/HI2.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
No-phen.lex-smallest.exon.tsv!stringent.gain	data/No-phen.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.all.intron.tsv!stringent.gain	data/Cancer-loss.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI1.all.cds.tsv!stringent.gain	data/HI1.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI2.all.trans.tsv!stringent.gain	data/HI2.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Essential.all.cds.tsv!stringent.gain	data/Essential.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI3.lex-smallest.exon.tsv!stringent.gain	data/GI3.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-dom.lex-smallest.intron.tsv!stringent.gain	data/HPO-dom.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-rec.lex-smallest.cds.tsv!stringent.gain	data/CGD-rec.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
phen.lex-smallest.exon.tsv!stringent.gain	data/phen.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-rec.all.cds.tsv!stringent.gain	data/HPO-rec.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.all.intron.tsv!stringent.gain	data/Decipher-gain.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-rec.lex-smallest.cds.tsv!stringent.gain	data/HPO-rec.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
No-phen.all.exon.tsv!stringent.gain	data/No-phen.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-gain.all.exon.tsv!stringent.gain	data/Curated-gain.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-gain.all.cds.tsv!stringent.gain	data/ISCA-gain.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Paralogs.all.intron.tsv!stringent.gain	data/Paralogs.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Paralogs.all.cds.tsv!stringent.gain	data/Paralogs.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-loss.all.exon.tsv!stringent.gain	data/Curated-loss.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-dom.all.trans.tsv!stringent.gain	data/HPO-dom.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI2.lex-smallest.intron.tsv!stringent.gain	data/HI2.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-dom.all.cds.tsv!stringent.gain	data/HPO-dom.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
phen.all.trans.tsv!stringent.gain	data/phen.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.all.exon.tsv!stringent.gain	data/ISCA-loss.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.lex-smallest.trans.tsv!stringent.gain	data/Cancer-loss.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Non-cod.all.exon.tsv!stringent.gain	data/Non-cod.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-gain.all.cds.tsv!stringent.gain	data/Curated-gain.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI3.all.intron.tsv!stringent.gain	data/HI3.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-dom.lex-smallest.intron.tsv!stringent.gain	data/CGD-dom.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.all.trans.tsv!stringent.gain	data/Cancer-loss.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Essential.lex-smallest.trans.tsv!stringent.gain	data/Essential.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-dom.all.intron.tsv!inclusive.loss	data/CGD-dom.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
No-phen.lex-smallest.trans.tsv!inclusive.loss	data/No-phen.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
OMIM.lex-smallest.trans.tsv!inclusive.loss	data/OMIM.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI1.all.intron.tsv!inclusive.loss	data/GI1.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Decipher-loss.all.intron.tsv!inclusive.loss	data/Decipher-loss.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
CGD-rec.lex-smallest.trans.tsv!inclusive.loss	data/CGD-rec.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Essential.lex-smallest.exon.tsv!inclusive.loss	data/Essential.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Non-cod.lex-smallest.exon.tsv!inclusive.loss	data/Non-cod.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
phen.lex-smallest.intron.tsv!inclusive.loss	data/phen.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Curated-gain.lex-smallest.intron.tsv!inclusive.loss	data/Curated-gain.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.lex-smallest.trans.tsv!inclusive.loss	data/Cancer-gain.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HPO-rec.all.intron.tsv!inclusive.loss	data/HPO-rec.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Paralogs.all.trans.tsv!inclusive.loss	data/Paralogs.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Non-cod.all.trans.tsv!inclusive.loss	data/Non-cod.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
OMIM.lex-smallest.cds.tsv!inclusive.loss	data/OMIM.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI2.lex-smallest.trans.tsv!inclusive.loss	data/GI2.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
No-phen.lex-smallest.intron.tsv!inclusive.loss	data/No-phen.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
CGD-rec.all.cds.tsv!inclusive.loss	data/CGD-rec.all.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI2.all.exon.tsv!inclusive.loss	data/GI2.all.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Decipher-loss.all.trans.tsv!inclusive.loss	data/Decipher-loss.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI3.lex-smallest.trans.tsv!inclusive.loss	data/GI3.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.lex-smallest.intron.tsv!inclusive.loss	data/Cancer-gain.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HI3.lex-smallest.intron.tsv!inclusive.loss	data/HI3.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.lex-smallest.intron.tsv!inclusive.loss	data/Decipher-gain.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HPO-rec.lex-smallest.exon.tsv!inclusive.loss	data/HPO-rec.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
phen.all.intron.tsv!inclusive.loss	data/phen.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HPO-dom.lex-smallest.trans.tsv!inclusive.loss	data/HPO-dom.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HPO-dom.all.intron.tsv!inclusive.loss	data/HPO-dom.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.all.trans.tsv!inclusive.loss	data/Cancer-gain.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
OMIM.all.exon.tsv!inclusive.loss	data/OMIM.all.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
ISCA-gain.lex-smallest.exon.tsv!inclusive.loss	data/ISCA-gain.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI1.lex-smallest.exon.tsv!inclusive.loss	data/GI1.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI1.all.trans.tsv!inclusive.loss	data/GI1.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Decipher-loss.lex-smallest.trans.tsv!inclusive.loss	data/Decipher-loss.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.lex-smallest.exon.tsv!inclusive.loss	data/Cancer-loss.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.lex-smallest.trans.tsv!inclusive.loss	data/Decipher-gain.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
All-genes.lex-smallest.cds.tsv!inclusive.loss	data/All-genes.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HI3.all.trans.tsv!inclusive.loss	data/HI3.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.lex-smallest.exon.tsv!inclusive.loss	data/ISCA-loss.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
CGD-rec.lex-smallest.intron.tsv!inclusive.loss	data/CGD-rec.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Decipher-loss.all.cds.tsv!inclusive.loss	data/Decipher-loss.all.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI2.all.intron.tsv!inclusive.loss	data/GI2.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Prot-cod.lex-smallest.intron.tsv!inclusive.loss	data/Prot-cod.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HPO-dom.lex-smallest.cds.tsv!inclusive.loss	data/HPO-dom.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
No-phen.all.trans.tsv!inclusive.loss	data/No-phen.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.all.intron.tsv!inclusive.loss	data/Cancer-gain.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HI1.lex-smallest.intron.tsv!inclusive.loss	data/HI1.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI2.lex-smallest.intron.tsv!inclusive.loss	data/GI2.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Non-cod.lex-smallest.intron.tsv!inclusive.loss	data/Non-cod.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HI1.all.exon.tsv!inclusive.loss	data/HI1.all.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Prot-cod.all.exon.tsv!inclusive.loss	data/Prot-cod.all.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Curated-loss.all.intron.tsv!inclusive.loss	data/Curated-loss.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.lex-smallest.exon.tsv!inclusive.loss	data/Decipher-gain.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Essential.all.trans.tsv!inclusive.loss	data/Essential.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Prot-cod.all.cds.tsv!inclusive.loss	data/Prot-cod.all.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
All-genes.all.exon.tsv!inclusive.loss	data/All-genes.all.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.all.cds.tsv!inclusive.loss	data/Cancer-gain.all.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
embryonic-lethal.all.cds.tsv!inclusive.loss	data/embryonic-lethal.all.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Curated-gain.all.trans.tsv!inclusive.loss	data/Curated-gain.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
ISCA-gain.lex-smallest.trans.tsv!inclusive.loss	data/ISCA-gain.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HI1.all.trans.tsv!inclusive.loss	data/HI1.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Curated-gain.lex-smallest.exon.tsv!inclusive.loss	data/Curated-gain.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.lex-smallest.cds.tsv!inclusive.loss	data/Cancer-loss.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
All-genes.all.intron.tsv!inclusive.loss	data/All-genes.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI3.all.intron.tsv!inclusive.loss	data/GI3.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
CGD-dom.all.trans.tsv!inclusive.loss	data/CGD-dom.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
OMIM.all.cds.tsv!inclusive.loss	data/OMIM.all.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
CGD-rec.all.intron.tsv!inclusive.loss	data/CGD-rec.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI3.lex-smallest.intron.tsv!inclusive.loss	data/GI3.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HI2.lex-smallest.cds.tsv!inclusive.loss	data/HI2.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Curated-loss.lex-smallest.cds.tsv!inclusive.loss	data/Curated-loss.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI2.lex-smallest.exon.tsv!inclusive.loss	data/GI2.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.lex-smallest.cds.tsv!inclusive.loss	data/Cancer-gain.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.all.cds.tsv!inclusive.loss	data/Decipher-gain.all.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
embryonic-lethal.all.intron.tsv!inclusive.loss	data/embryonic-lethal.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI1.lex-smallest.cds.tsv!inclusive.loss	data/GI1.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.all.trans.tsv!inclusive.loss	data/Decipher-gain.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Paralogs.lex-smallest.intron.tsv!inclusive.loss	data/Paralogs.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI3.all.trans.tsv!inclusive.loss	data/GI3.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
phen.all.cds.tsv!inclusive.loss	data/phen.all.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
No-phen.all.intron.tsv!inclusive.loss	data/No-phen.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.all.intron.tsv!inclusive.loss	data/ISCA-loss.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.all.cds.tsv!inclusive.loss	data/ISCA-loss.all.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Curated-loss.lex-smallest.intron.tsv!inclusive.loss	data/Curated-loss.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Curated-loss.all.trans.tsv!inclusive.loss	data/Curated-loss.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
embryonic-lethal.lex-smallest.cds.tsv!inclusive.loss	data/embryonic-lethal.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.lex-smallest.exon.tsv!inclusive.loss	data/Cancer-gain.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.lex-smallest.intron.tsv!inclusive.loss	data/ISCA-loss.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
.snakemake_timestamp!inclusive.loss	data/.snakemake_timestamp	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HI2.lex-smallest.exon.tsv!inclusive.loss	data/HI2.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI3.all.cds.tsv!inclusive.loss	data/GI3.all.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
All-genes.lex-smallest.intron.tsv!inclusive.loss	data/All-genes.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Prot-cod.lex-smallest.exon.tsv!inclusive.loss	data/Prot-cod.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HI3.lex-smallest.trans.tsv!inclusive.loss	data/HI3.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
phen.lex-smallest.cds.tsv!inclusive.loss	data/phen.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.all.exon.tsv!inclusive.loss	data/Decipher-gain.all.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Prot-cod.lex-smallest.cds.tsv!inclusive.loss	data/Prot-cod.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
ISCA-gain.all.trans.tsv!inclusive.loss	data/ISCA-gain.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Decipher-loss.lex-smallest.intron.tsv!inclusive.loss	data/Decipher-loss.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
OMIM.all.intron.tsv!inclusive.loss	data/OMIM.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.lex-smallest.cds.tsv!inclusive.loss	data/ISCA-loss.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Essential.lex-smallest.cds.tsv!inclusive.loss	data/Essential.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
GI3.all.exon.tsv!inclusive.loss	data/GI3.all.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
CGD-dom.lex-smallest.exon.tsv!inclusive.loss	data/CGD-dom.lex-smallest.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
No-phen.lex-smallest.cds.tsv!inclusive.loss	data/No-phen.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Prot-cod.lex-smallest.trans.tsv!inclusive.loss	data/Prot-cod.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Essential.all.intron.tsv!inclusive.loss	data/Essential.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HPO-rec.lex-smallest.intron.tsv!inclusive.loss	data/HPO-rec.lex-smallest.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HPO-rec.all.trans.tsv!inclusive.loss	data/HPO-rec.all.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HI2.all.exon.tsv!inclusive.loss	data/HI2.all.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.all.cds.tsv!inclusive.loss	data/Cancer-loss.all.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
phen.lex-smallest.trans.tsv!inclusive.loss	data/phen.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HI3.all.cds.tsv!inclusive.loss	data/HI3.all.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Curated-gain.lex-smallest.cds.tsv!inclusive.loss	data/Curated-gain.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HI1.all.intron.tsv!inclusive.loss	data/HI1.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
ISCA-gain.all.intron.tsv!inclusive.loss	data/ISCA-gain.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
All-genes.lex-smallest.trans.tsv!inclusive.loss	data/All-genes.lex-smallest.trans.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HI2.all.cds.tsv!inclusive.loss	data/HI2.all.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
HPO-rec.all.exon.tsv!inclusive.loss	data/HPO-rec.all.exon.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
CGD-dom.lex-smallest.cds.tsv!inclusive.loss	data/CGD-dom.lex-smallest.cds.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
Prot-cod.all.intron.tsv!inclusive.loss	data/Prot-cod.all.intron.tsv	data/inclusive.loss.tsv	data/hg19_chrom_sizes.txt
