label	method	t	mem
Decipher-gain.all.trans!stringent.loss	direct_eigen	1.51	140264.0
Essential.all.intron!stringent.loss	direct_eigen	1806.44	184740.0
Essential.all.trans!stringent.loss	direct_eigen	17.98	142344.0
GI1.lex-smallest.cds!stringent.loss	direct_eigen	19.08	140540.0
HI3.lex-smallest.cds!stringent.loss	direct_eigen	106.73	142316.0
GI3.lex-smallest.exon!stringent.loss	direct_eigen	7075.22	167068.0
HPO-dom.lex-smallest.cds!stringent.loss	direct_eigen	4.03	140744.0
Curated-gain.all.trans!stringent.loss	direct_eigen	1.5	140400.0
Decipher-gain.lex-smallest.trans!stringent.loss	direct_eigen	1.1	140400.0
Cancer-loss.lex-smallest.trans!stringent.loss	direct_eigen	1.88	139564.0
GI3.lex-smallest.cds!stringent.loss	direct_eigen	103.22	142440.0
Decipher-gain.lex-smallest.intron!stringent.loss	direct_eigen	1.29	140188.0
HI2.lex-smallest.cds!stringent.loss	direct_eigen	21.04	140748.0
Curated-gain.all.intron!stringent.loss	direct_eigen	17.19	142668.0
HI1.lex-smallest.exon!stringent.loss	direct_eigen	2636.48	155468.0
CGD-dom.all.exon!stringent.loss	direct_eigen	239.21	154692.0
OMIM.lex-smallest.cds!stringent.loss	direct_eigen	19.83	140480.0
phen.lex-smallest.cds!stringent.loss	direct_eigen	91.3	142272.0
Cancer-gain.lex-smallest.exon!stringent.loss	direct_eigen	1.6	139948.0
CGD-dom.lex-smallest.trans!stringent.loss	direct_eigen	2.98	140708.0
HI1.lex-smallest.cds!stringent.loss	direct_eigen	20.12	140496.0
Curated-loss.lex-smallest.intron!stringent.loss	direct_eigen	152.68	142232.0
Cancer-loss.all.exon!stringent.loss	direct_eigen	98.9	149604.0
Decipher-gain.all.intron!stringent.loss	direct_eigen	1.23	140188.0
HI2.all.cds!stringent.loss	direct_eigen	21.37	142700.0
Cancer-loss.all.cds!stringent.loss	direct_eigen	1.92	140572.0
HPO-rec.lex-smallest.cds!stringent.loss	direct_eigen	3.87	140608.0
ISCA-loss.all.exon!stringent.loss	direct_eigen	65.35	144356.0
Cancer-gain.all.exon!stringent.loss	direct_eigen	1.7	139940.0
Cancer-gain.all.cds!stringent.loss	direct_eigen	1.32	140076.0
Essential.all.cds!stringent.loss	direct_eigen	13.43	141900.0
Prot-cod.all.cds!stringent.loss	direct_eigen	398.95	155596.0
OMIM.all.exon!stringent.loss	direct_eigen	2907.4	189568.0
phen.all.cds!stringent.loss	direct_eigen	94.51	147340.0
OMIM.lex-smallest.intron!stringent.loss	direct_eigen	1859.56	152328.0
Paralogs.lex-smallest.intron!stringent.loss	direct_eigen	11.43	140844.0
No-phen.lex-smallest.cds!stringent.loss	direct_eigen	128.72	142728.0
GI1.all.trans!stringent.loss	direct_eigen	19.0	143784.0
GI2.all.exon!stringent.loss	direct_eigen	2971.01	191104.0
Cancer-loss.lex-smallest.cds!stringent.loss	direct_eigen	2.99	140760.0
HPO-dom.lex-smallest.exon!stringent.loss	direct_eigen	268.99	143700.0
GI3.all.trans!stringent.loss	direct_eigen	112.66	147816.0
Essential.all.exon!stringent.loss	direct_eigen	2628.04	188108.0
HPO-dom.all.trans!stringent.loss	direct_eigen	5.41	141348.0
Non-cod.lex-smallest.exon!stringent.loss	direct_eigen	124.31	141852.0
Curated-gain.lex-smallest.cds!stringent.loss	direct_eigen	3.1	139716.0
Paralogs.all.cds!stringent.loss	direct_eigen	2.94	139972.0
HPO-rec.all.cds!stringent.loss	direct_eigen	6.7	141112.0
ISCA-loss.all.intron!stringent.loss	direct_eigen	51.65	144408.0
GI2.all.intron!stringent.loss	direct_eigen	1804.6	185604.0
Curated-gain.lex-smallest.intron!stringent.loss	direct_eigen	15.38	140680.0
Prot-cod.lex-smallest.intron!stringent.loss	direct_eigen	35045.19	201220.0
OMIM.all.cds!stringent.loss	direct_eigen	17.82	142780.0
GI2.lex-smallest.exon!stringent.loss	direct_eigen	1979.72	153376.0
Non-cod.lex-smallest.cds!stringent.loss	direct_eigen	1.22	140416.0
ISCA-gain.lex-smallest.intron!stringent.loss	direct_eigen	2.19	140764.0
HI1.all.trans!stringent.loss	direct_eigen	21.42	143684.0
GI1.lex-smallest.intron!stringent.loss	direct_eigen	4001.56	159420.0
All-genes.lex-smallest.exon!stringent.loss	direct_eigen	43614.11	210992.0
Paralogs.all.trans!stringent.loss	direct_eigen	1.85	140688.0
All-genes.lex-smallest.cds!stringent.loss	direct_eigen	393.58	144832.0
OMIM.lex-smallest.trans!stringent.loss	direct_eigen	15.28	140988.0
HI2.lex-smallest.trans!stringent.loss	direct_eigen	19.53	140596.0
No-phen.all.cds!stringent.loss	direct_eigen	138.94	147644.0
Non-cod.lex-smallest.trans!stringent.loss	direct_eigen	16.75	140896.0
phen.all.exon!stringent.loss	direct_eigen	14991.85	260660.0
embryonic-lethal.lex-smallest.exon!stringent.loss	direct_eigen	50.75	140880.0
Essential.lex-smallest.cds!stringent.loss	direct_eigen	12.12	140208.0
HI3.all.exon!stringent.loss	direct_eigen	11881.98	232648.0
embryonic-lethal.all.intron!stringent.loss	direct_eigen	55.64	145292.0
HPO-dom.all.exon!stringent.loss	direct_eigen	339.26	156596.0
Decipher-loss.lex-smallest.trans!stringent.loss	direct_eigen	1.32	140272.0
GI2.lex-smallest.intron!stringent.loss	direct_eigen	1623.91	151668.0
phen.lex-smallest.trans!stringent.loss	direct_eigen	87.3	142520.0
No-phen.all.exon!stringent.loss	direct_eigen	13400.4	241636.0
GI3.all.intron!stringent.loss	direct_eigen	6072.93	214440.0
Decipher-loss.all.trans!stringent.loss	direct_eigen	1.25	139480.0
Non-cod.all.intron!stringent.loss	direct_eigen	50.46	142496.0
HI1.lex-smallest.intron!stringent.loss	direct_eigen	2383.83	153156.0
ISCA-gain.lex-smallest.exon!stringent.loss	direct_eigen	3.33	139976.0
HPO-dom.lex-smallest.trans!stringent.loss	direct_eigen	4.21	140688.0
GI1.all.intron!stringent.loss	direct_eigen	4302.76	213076.0
HI1.all.intron!stringent.loss	direct_eigen	2526.72	198892.0
GI2.lex-smallest.trans!stringent.loss	direct_eigen	23.89	140512.0
Non-cod.lex-smallest.intron!stringent.loss	direct_eigen	49.98	141568.0
GI1.all.exon!stringent.loss	direct_eigen	5836.57	218032.0
Decipher-loss.all.intron!stringent.loss	direct_eigen	2.19	140556.0
HPO-rec.all.exon!stringent.loss	direct_eigen	495.32	156732.0
ISCA-loss.lex-smallest.exon!stringent.loss	direct_eigen	48.0	141172.0
Prot-cod.all.intron!stringent.loss	direct_eigen	36511.44	344140.0
CGD-dom.lex-smallest.intron!stringent.loss	direct_eigen	148.69	143012.0
Essential.lex-smallest.exon!stringent.loss	direct_eigen	1814.35	152772.0
OMIM.all.trans!stringent.loss	direct_eigen	17.47	142964.0
Prot-cod.all.exon!stringent.loss	direct_eigen	54984.91	362532.0
Decipher-gain.all.cds!stringent.loss	direct_eigen	1.13	139792.0
GI1.lex-smallest.trans!stringent.loss	direct_eigen	17.98	140492.0
ISCA-gain.all.cds!stringent.loss	direct_eigen	1.35	140016.0
HI3.lex-smallest.exon!stringent.loss	direct_eigen	9285.72	171280.0
CGD-rec.all.exon!stringent.loss	direct_eigen	665.52	160044.0
HI3.all.cds!stringent.loss	direct_eigen	113.59	146320.0
.snakemake_times!stringent.loss	direct_eigen	1.44	140096.0
All-genes.all.intron!stringent.loss	direct_eigen	38773.64	346484.0
HI3.all.intron!stringent.loss	direct_eigen	8192.96	223732.0
HPO-rec.all.intron!stringent.loss	direct_eigen	358.24	155480.0
Curated-gain.lex-smallest.exon!stringent.loss	direct_eigen	17.64	140812.0
embryonic-lethal.all.exon!stringent.loss	direct_eigen	67.74	145804.0
OMIM.all.intron!stringent.loss	direct_eigen	2144.48	185624.0
Curated-loss.all.trans!stringent.loss	direct_eigen	2.69	140992.0
Curated-loss.lex-smallest.trans!stringent.loss	direct_eigen	2.66	140700.0
Decipher-gain.lex-smallest.cds!stringent.loss	direct_eigen	1.15	139760.0
All-genes.lex-smallest.intron!stringent.loss	direct_eigen	37279.27	203692.0
ISCA-gain.all.trans!stringent.loss	direct_eigen	1.17	140472.0
Cancer-gain.lex-smallest.cds!stringent.loss	direct_eigen	1.23	140248.0
embryonic-lethal.lex-smallest.cds!stringent.loss	direct_eigen	1.61	139656.0
Paralogs.lex-smallest.exon!stringent.loss	direct_eigen	14.37	141024.0
Curated-gain.lex-smallest.trans!stringent.loss	direct_eigen	1.49	140340.0
embryonic-lethal.all.cds!stringent.loss	direct_eigen	1.66	140276.0
CGD-dom.lex-smallest.exon!stringent.loss	direct_eigen	175.24	143392.0
ISCA-gain.lex-smallest.cds!stringent.loss	direct_eigen	1.35	140460.0
CGD-dom.all.intron!stringent.loss	direct_eigen	176.05	153664.0
CGD-rec.all.cds!inclusive.both	direct_eigen	5.79	144492.0
Prot-cod.lex-smallest.exon!inclusive.both	direct_eigen	43406.49	209932.0
OMIM.lex-smallest.exon!inclusive.both	direct_eigen	2238.43	155392.0
All-genes.lex-smallest.trans!inclusive.both	direct_eigen	496.95	148752.0
Decipher-gain.all.exon!inclusive.both	direct_eigen	1.67	143236.0
HI1.lex-smallest.trans!inclusive.both	direct_eigen	31.53	143568.0
embryonic-lethal.lex-smallest.intron!inclusive.both	direct_eigen	57.48	144724.0
CGD-dom.all.trans!inclusive.both	direct_eigen	3.03	144104.0
Essential.lex-smallest.intron!inclusive.both	direct_eigen	1693.84	153652.0
phen.all.intron!inclusive.both	direct_eigen	10793.37	253504.0
Curated-loss.lex-smallest.cds!inclusive.both	direct_eigen	2.95	144100.0
Paralogs.lex-smallest.cds!inclusive.both	direct_eigen	1.92	143100.0
Decipher-loss.all.exon!inclusive.both	direct_eigen	3.04	144220.0
HI2.lex-smallest.intron!inclusive.both	direct_eigen	1987.36	154352.0
HI2.lex-smallest.exon!inclusive.both	direct_eigen	2359.43	155552.0
Curated-loss.all.cds!inclusive.both	direct_eigen	2.93	143628.0
HI1.all.exon!inclusive.both	direct_eigen	3812.44	206732.0
No-phen.lex-smallest.trans!inclusive.both	direct_eigen	135.39	145572.0
Paralogs.lex-smallest.trans!inclusive.both	direct_eigen	2.34	144060.0
Curated-loss.all.intron!inclusive.both	direct_eigen	183.58	156152.0
GI2.all.cds!inclusive.both	direct_eigen	26.45	146684.0
HI2.all.trans!inclusive.both	direct_eigen	21.19	146356.0
phen.lex-smallest.exon!inclusive.both	direct_eigen	11526.07	176664.0
GI3.lex-smallest.intron!inclusive.both	direct_eigen	5766.06	165312.0
HPO-dom.lex-smallest.intron!inclusive.both	direct_eigen	218.25	146280.0
HPO-rec.lex-smallest.trans!inclusive.both	direct_eigen	4.34	143528.0
CGD-dom.lex-smallest.cds!inclusive.both	direct_eigen	3.47	143024.0
Curated-loss.all.exon!inclusive.both	direct_eigen	261.86	157204.0
Curated-gain.all.cds!inclusive.both	direct_eigen	1.33	143368.0
ISCA-loss.lex-smallest.trans!inclusive.both	direct_eigen	2.22	143592.0
HI3.lex-smallest.trans!inclusive.both	direct_eigen	110.44	145688.0
Non-cod.all.cds!inclusive.both	direct_eigen	1.23	143596.0
Paralogs.all.intron!inclusive.both	direct_eigen	14.21	146108.0
Curated-gain.all.exon!inclusive.both	direct_eigen	27.12	146248.0
Cancer-loss.lex-smallest.intron!inclusive.both	direct_eigen	60.42	145232.0
CGD-rec.lex-smallest.intron!inclusive.both	direct_eigen	397.29	146776.0
Cancer-gain.lex-smallest.trans!inclusive.both	direct_eigen	1.13	143876.0
No-phen.lex-smallest.intron!inclusive.both	direct_eigen	8727.59	171028.0
Decipher-loss.lex-smallest.exon!inclusive.both	direct_eigen	2.25	143944.0
ISCA-gain.all.intron!inclusive.both	direct_eigen	2.32	144364.0
GI1.all.cds!inclusive.both	direct_eigen	19.83	146620.0
Cancer-loss.all.intron!inclusive.both	direct_eigen	69.96	151156.0
No-phen.all.intron!inclusive.both	direct_eigen	8660.61	234588.0
Decipher-loss.all.cds!inclusive.both	direct_eigen	1.66	143636.0
ISCA-loss.lex-smallest.cds!inclusive.both	direct_eigen	2.0	144088.0
HI1.all.cds!inclusive.both	direct_eigen	21.26	146284.0
ISCA-loss.all.cds!inclusive.both	direct_eigen	1.71	143344.0
Curated-loss.lex-smallest.exon!inclusive.both	direct_eigen	180.19	146120.0
embryonic-lethal.lex-smallest.trans!inclusive.both	direct_eigen	1.7	143996.0
All-genes.all.trans!inclusive.both	direct_eigen	450.42	161164.0
Decipher-gain.lex-smallest.exon!inclusive.both	direct_eigen	1.38	143904.0
Cancer-gain.all.intron!inclusive.both	direct_eigen	1.26	143988.0
HPO-rec.lex-smallest.intron!inclusive.both	direct_eigen	305.98	146756.0
Non-cod.all.exon!inclusive.both	direct_eigen	129.07	146416.0
No-phen.lex-smallest.exon!inclusive.both	direct_eigen	10817.49	175036.0
GI1.lex-smallest.exon!inclusive.both	direct_eigen	4442.97	162076.0
phen.lex-smallest.intron!inclusive.both	direct_eigen	10307.96	173888.0
ISCA-gain.all.exon!inclusive.both	direct_eigen	2.58	143712.0
CGD-rec.lex-smallest.cds!inclusive.both	direct_eigen	4.69	144172.0
HI3.all.trans!inclusive.both	direct_eigen	108.48	150256.0
CGD-rec.lex-smallest.trans!inclusive.both	direct_eigen	5.0	143788.0
HPO-dom.all.cds!inclusive.both	direct_eigen	3.35	143588.0
Non-cod.all.trans!inclusive.both	direct_eigen	16.85	144644.0
Paralogs.all.exon!inclusive.both	direct_eigen	20.0	146328.0
HPO-rec.all.trans!inclusive.both	direct_eigen	5.53	144192.0
Cancer-gain.lex-smallest.intron!inclusive.both	direct_eigen	1.4	143844.0
GI2.lex-smallest.cds!inclusive.both	direct_eigen	27.89	144376.0
Decipher-loss.lex-smallest.intron!inclusive.both	direct_eigen	3.06	143260.0
Prot-cod.all.trans!inclusive.both	direct_eigen	380.8	160364.0
GI3.lex-smallest.trans!inclusive.both	direct_eigen	117.82	145888.0
Decipher-loss.lex-smallest.cds!inclusive.both	direct_eigen	1.35	143724.0
GI3.all.cds!inclusive.both	direct_eigen	108.74	149448.0
HPO-rec.lex-smallest.exon!inclusive.both	direct_eigen	353.84	147868.0
All-genes.all.exon!inclusive.both	direct_eigen	53663.0	370300.0
Prot-cod.lex-smallest.trans!inclusive.both	direct_eigen	363.26	148044.0
HI3.lex-smallest.intron!inclusive.both	direct_eigen	7312.08	169320.0
embryonic-lethal.all.trans!inclusive.both	direct_eigen	1.81	142984.0
GI2.all.trans!inclusive.both	direct_eigen	26.69	146804.0
All-genes.all.cds!inclusive.both	direct_eigen	409.24	159012.0
HI2.all.exon!inclusive.both	direct_eigen	3200.31	193248.0
CGD-dom.all.cds!inclusive.both	direct_eigen	2.96	143848.0
HPO-dom.all.intron!inclusive.both	direct_eigen	233.83	158428.0
ISCA-loss.all.trans!inclusive.both	direct_eigen	1.66	142956.0
Cancer-gain.all.trans!inclusive.both	direct_eigen	1.6	143808.0
No-phen.all.trans!inclusive.both	direct_eigen	143.44	150568.0
Cancer-loss.all.trans!inclusive.both	direct_eigen	2.34	144084.0
Prot-cod.lex-smallest.cds!inclusive.both	direct_eigen	430.07	147268.0
Cancer-loss.lex-smallest.exon!inclusive.both	direct_eigen	84.17	144940.0
phen.all.trans!inclusive.both	direct_eigen	97.2	150320.0
CGD-rec.all.trans!inclusive.both	direct_eigen	5.61	144804.0
Essential.lex-smallest.trans!inclusive.both	direct_eigen	13.84	144392.0
GI3.all.exon!inclusive.both	direct_eigen	9827.73	223868.0
CGD-rec.all.intron!inclusive.both	direct_eigen	516.98	160576.0
ISCA-loss.lex-smallest.intron!inclusive.both	direct_eigen	50.87	144868.0
HI2.all.intron!inclusive.both	direct_eigen	2174.14	188972.0
ISCA-gain.lex-smallest.trans!inclusive.both	direct_eigen	2.21	143912.0
CGD-rec.lex-smallest.exon!inclusive.both	direct_eigen	483.95	148192.0
Decipher-gain.all.trans!inclusive.both	direct_eigen	1.92	143076.0
Essential.all.intron!inclusive.both	direct_eigen	1853.87	188088.0
Essential.all.trans!inclusive.both	direct_eigen	14.43	146140.0
GI1.lex-smallest.cds!inclusive.both	direct_eigen	17.85	144652.0
HI3.lex-smallest.cds!inclusive.both	direct_eigen	109.42	144964.0
GI3.lex-smallest.exon!inclusive.both	direct_eigen	7172.76	168580.0
HPO-dom.lex-smallest.cds!inclusive.both	direct_eigen	3.36	144096.0
Curated-gain.all.trans!inclusive.both	direct_eigen	1.48	143788.0
Decipher-gain.lex-smallest.trans!inclusive.both	direct_eigen	1.35	143048.0
Cancer-loss.lex-smallest.trans!inclusive.both	direct_eigen	1.89	143628.0
GI3.lex-smallest.cds!inclusive.both	direct_eigen	101.63	145780.0
Decipher-gain.lex-smallest.intron!inclusive.both	direct_eigen	1.6	143240.0
HI2.lex-smallest.cds!inclusive.both	direct_eigen	19.87	144192.0
Curated-gain.all.intron!inclusive.both	direct_eigen	18.4	146416.0
HI1.lex-smallest.exon!inclusive.both	direct_eigen	2535.24	157068.0
CGD-dom.all.exon!inclusive.both	direct_eigen	237.04	157308.0
OMIM.lex-smallest.cds!inclusive.both	direct_eigen	15.6	144660.0
phen.lex-smallest.cds!inclusive.both	direct_eigen	101.14	144972.0
Cancer-gain.lex-smallest.exon!inclusive.both	direct_eigen	2.86	142980.0
CGD-dom.lex-smallest.trans!inclusive.both	direct_eigen	4.04	144016.0
HI1.lex-smallest.cds!inclusive.both	direct_eigen	24.38	144664.0
Curated-loss.lex-smallest.intron!inclusive.both	direct_eigen	159.71	145884.0
Cancer-loss.all.exon!inclusive.both	direct_eigen	105.83	151800.0
Decipher-gain.all.intron!inclusive.both	direct_eigen	1.32	144080.0
HI2.all.cds!inclusive.both	direct_eigen	23.6	146056.0
Cancer-loss.all.cds!inclusive.both	direct_eigen	2.26	143672.0
HPO-rec.lex-smallest.cds!inclusive.both	direct_eigen	4.23	143764.0
ISCA-loss.all.exon!inclusive.both	direct_eigen	64.86	147624.0
Cancer-gain.all.exon!inclusive.both	direct_eigen	1.7	144208.0
Cancer-gain.all.cds!inclusive.both	direct_eigen	1.29	143844.0
Essential.all.cds!inclusive.both	direct_eigen	13.54	145952.0
Prot-cod.all.cds!inclusive.both	direct_eigen	398.13	158160.0
OMIM.all.exon!inclusive.both	direct_eigen	3087.7	191544.0
phen.all.cds!inclusive.both	direct_eigen	89.18	150296.0
OMIM.lex-smallest.intron!inclusive.both	direct_eigen	1850.73	154876.0
Paralogs.lex-smallest.intron!inclusive.both	direct_eigen	11.45	144420.0
No-phen.lex-smallest.cds!inclusive.both	direct_eigen	132.24	145540.0
GI1.all.trans!inclusive.both	direct_eigen	19.52	146608.0
GI2.all.exon!inclusive.both	direct_eigen	2836.63	192284.0
Cancer-loss.lex-smallest.cds!inclusive.both	direct_eigen	1.97	144000.0
HPO-dom.lex-smallest.exon!inclusive.both	direct_eigen	251.3	146732.0
GI3.all.trans!inclusive.both	direct_eigen	103.88	149764.0
Essential.all.exon!inclusive.both	direct_eigen	2499.34	190400.0
HPO-dom.all.trans!inclusive.both	direct_eigen	3.37	144548.0
Non-cod.lex-smallest.exon!inclusive.both	direct_eigen	111.87	146068.0
Curated-gain.lex-smallest.cds!inclusive.both	direct_eigen	1.66	143652.0
Paralogs.all.cds!inclusive.both	direct_eigen	1.86	143792.0
HPO-rec.all.cds!inclusive.both	direct_eigen	4.6	143928.0
ISCA-loss.all.intron!inclusive.both	direct_eigen	46.44	147520.0
GI2.all.intron!inclusive.both	direct_eigen	1721.0	188460.0
Curated-gain.lex-smallest.intron!inclusive.both	direct_eigen	15.95	144028.0
Prot-cod.lex-smallest.intron!inclusive.both	direct_eigen	35837.87	203700.0
OMIM.all.cds!inclusive.both	direct_eigen	17.2	146092.0
GI2.lex-smallest.exon!inclusive.both	direct_eigen	1962.1	155052.0
Non-cod.lex-smallest.cds!inclusive.both	direct_eigen	1.3	143516.0
ISCA-gain.lex-smallest.intron!inclusive.both	direct_eigen	2.5	143988.0
HI1.all.trans!inclusive.both	direct_eigen	20.93	146336.0
GI1.lex-smallest.intron!inclusive.both	direct_eigen	4037.16	160320.0
All-genes.lex-smallest.exon!inclusive.both	direct_eigen	47089.92	213204.0
Paralogs.all.trans!inclusive.both	direct_eigen	2.48	143704.0
All-genes.lex-smallest.cds!inclusive.both	direct_eigen	419.7	147704.0
OMIM.lex-smallest.trans!inclusive.both	direct_eigen	19.27	144624.0
HI2.lex-smallest.trans!inclusive.both	direct_eigen	23.4	144544.0
No-phen.all.cds!inclusive.both	direct_eigen	137.07	150772.0
Non-cod.lex-smallest.trans!inclusive.both	direct_eigen	16.72	144628.0
phen.all.exon!inclusive.both	direct_eigen	15100.16	263068.0
embryonic-lethal.lex-smallest.exon!inclusive.both	direct_eigen	51.03	144172.0
Essential.lex-smallest.cds!inclusive.both	direct_eigen	12.19	143996.0
HI3.all.exon!inclusive.both	direct_eigen	11905.53	234540.0
embryonic-lethal.all.intron!inclusive.both	direct_eigen	53.83	147072.0
HPO-dom.all.exon!inclusive.both	direct_eigen	344.31	158344.0
Decipher-loss.lex-smallest.trans!inclusive.both	direct_eigen	1.33	143244.0
GI2.lex-smallest.intron!inclusive.both	direct_eigen	1664.44	153688.0
phen.lex-smallest.trans!inclusive.both	direct_eigen	82.45	145352.0
No-phen.all.exon!inclusive.both	direct_eigen	13653.66	244228.0
GI3.all.intron!inclusive.both	direct_eigen	6123.65	216796.0
Decipher-loss.all.trans!inclusive.both	direct_eigen	1.19	143836.0
Non-cod.all.intron!inclusive.both	direct_eigen	51.89	145916.0
HI1.lex-smallest.intron!inclusive.both	direct_eigen	2222.23	155068.0
ISCA-gain.lex-smallest.exon!inclusive.both	direct_eigen	2.3	143564.0
HPO-dom.lex-smallest.trans!inclusive.both	direct_eigen	3.1	143192.0
GI1.all.intron!inclusive.both	direct_eigen	4397.46	216256.0
HI1.all.intron!inclusive.both	direct_eigen	2496.07	200660.0
GI2.lex-smallest.trans!inclusive.both	direct_eigen	24.55	144684.0
Non-cod.lex-smallest.intron!inclusive.both	direct_eigen	51.33	144512.0
GI1.all.exon!inclusive.both	direct_eigen	5654.35	220844.0
Decipher-loss.all.intron!inclusive.both	direct_eigen	2.33	143860.0
HPO-rec.all.exon!inclusive.both	direct_eigen	495.71	159900.0
ISCA-loss.lex-smallest.exon!inclusive.both	direct_eigen	51.97	144656.0
Prot-cod.all.intron!inclusive.both	direct_eigen	37283.46	346168.0
CGD-dom.lex-smallest.intron!inclusive.both	direct_eigen	160.29	145332.0
Essential.lex-smallest.exon!inclusive.both	direct_eigen	1825.0	153832.0
OMIM.all.trans!inclusive.both	direct_eigen	17.82	146008.0
Prot-cod.all.exon!inclusive.both	direct_eigen	49427.05	365552.0
Decipher-gain.all.cds!inclusive.both	direct_eigen	1.27	143944.0
GI1.lex-smallest.trans!inclusive.both	direct_eigen	17.67	144448.0
ISCA-gain.all.cds!inclusive.both	direct_eigen	1.43	143924.0
HI3.lex-smallest.exon!inclusive.both	direct_eigen	9619.55	172432.0
CGD-rec.all.exon!inclusive.both	direct_eigen	623.02	162284.0
HI3.all.cds!inclusive.both	direct_eigen	112.67	149576.0
.snakemake_times!inclusive.both	direct_eigen	1.44	143836.0
All-genes.all.intron!inclusive.both	direct_eigen	37841.09	349836.0
HI3.all.intron!inclusive.both	direct_eigen	8046.3	225656.0
HPO-rec.all.intron!inclusive.both	direct_eigen	418.29	158508.0
Curated-gain.lex-smallest.exon!inclusive.both	direct_eigen	17.46	144524.0
embryonic-lethal.all.exon!inclusive.both	direct_eigen	75.68	147428.0
OMIM.all.intron!inclusive.both	direct_eigen	2227.25	187664.0
Curated-loss.all.trans!inclusive.both	direct_eigen	2.83	143756.0
Curated-loss.lex-smallest.trans!inclusive.both	direct_eigen	2.66	143676.0
Decipher-gain.lex-smallest.cds!inclusive.both	direct_eigen	1.24	143936.0
All-genes.lex-smallest.intron!inclusive.both	direct_eigen	37312.49	205296.0
ISCA-gain.all.trans!inclusive.both	direct_eigen	1.13	143692.0
Cancer-gain.lex-smallest.cds!inclusive.both	direct_eigen	1.19	144048.0
embryonic-lethal.lex-smallest.cds!inclusive.both	direct_eigen	1.66	144108.0
Paralogs.lex-smallest.exon!inclusive.both	direct_eigen	14.32	144152.0
Curated-gain.lex-smallest.trans!inclusive.both	direct_eigen	1.47	143316.0
embryonic-lethal.all.cds!inclusive.both	direct_eigen	2.23	143108.0
CGD-dom.lex-smallest.exon!inclusive.both	direct_eigen	172.2	145824.0
ISCA-gain.lex-smallest.cds!inclusive.both	direct_eigen	1.18	143324.0
CGD-dom.all.intron!inclusive.both	direct_eigen	175.65	155904.0
CGD-rec.all.cds!stringent.both	direct_eigen	5.1	141424.0
Prot-cod.lex-smallest.exon!stringent.both	direct_eigen	41224.02	208524.0
OMIM.lex-smallest.exon!stringent.both	direct_eigen	2199.3	154168.0
All-genes.lex-smallest.trans!stringent.both	direct_eigen	449.42	145712.0
Decipher-gain.all.exon!stringent.both	direct_eigen	1.6	140608.0
HI1.lex-smallest.trans!stringent.both	direct_eigen	19.63	140432.0
embryonic-lethal.lex-smallest.intron!stringent.both	direct_eigen	45.85	141592.0
CGD-dom.all.trans!stringent.both	direct_eigen	2.91	140188.0
Essential.lex-smallest.intron!stringent.both	direct_eigen	1703.71	151948.0
phen.all.intron!stringent.both	direct_eigen	10809.21	251684.0
Curated-loss.lex-smallest.cds!stringent.both	direct_eigen	2.79	140312.0
Paralogs.lex-smallest.cds!stringent.both	direct_eigen	1.77	140808.0
Decipher-loss.all.exon!stringent.both	direct_eigen	2.66	140948.0
HI2.lex-smallest.intron!stringent.both	direct_eigen	1906.32	152408.0
HI2.lex-smallest.exon!stringent.both	direct_eigen	2327.16	154156.0
Curated-loss.all.cds!stringent.both	direct_eigen	3.1	141084.0
HI1.all.exon!stringent.both	direct_eigen	3507.17	204248.0
No-phen.lex-smallest.trans!stringent.both	direct_eigen	121.8	142768.0
Paralogs.lex-smallest.trans!stringent.both	direct_eigen	1.56	139664.0
Curated-loss.all.intron!stringent.both	direct_eigen	175.05	153940.0
GI2.all.cds!stringent.both	direct_eigen	27.24	143576.0
HI2.all.trans!stringent.both	direct_eigen	21.48	143212.0
phen.lex-smallest.exon!stringent.both	direct_eigen	12032.93	175420.0
GI3.lex-smallest.intron!stringent.both	direct_eigen	5536.77	163884.0
HPO-dom.lex-smallest.intron!stringent.both	direct_eigen	209.15	143344.0
HPO-rec.lex-smallest.trans!stringent.both	direct_eigen	4.16	140644.0
CGD-dom.lex-smallest.cds!stringent.both	direct_eigen	2.57	140284.0
Curated-loss.all.exon!stringent.both	direct_eigen	255.07	155056.0
Curated-gain.all.cds!stringent.both	direct_eigen	1.45	140700.0
ISCA-loss.lex-smallest.trans!stringent.both	direct_eigen	1.77	140288.0
HI3.lex-smallest.trans!stringent.both	direct_eigen	105.16	142788.0
Non-cod.all.cds!stringent.both	direct_eigen	1.38	140336.0
Paralogs.all.intron!stringent.both	direct_eigen	13.58	142392.0
Curated-gain.all.exon!stringent.both	direct_eigen	25.7	143420.0
Cancer-loss.lex-smallest.intron!stringent.both	direct_eigen	63.9	142276.0
CGD-rec.lex-smallest.intron!stringent.both	direct_eigen	397.46	145656.0
Cancer-gain.lex-smallest.trans!stringent.both	direct_eigen	1.07	140268.0
No-phen.lex-smallest.intron!stringent.both	direct_eigen	8596.77	169420.0
Decipher-loss.lex-smallest.exon!stringent.both	direct_eigen	2.38	140732.0
ISCA-gain.all.intron!stringent.both	direct_eigen	2.16	140228.0
GI1.all.cds!stringent.both	direct_eigen	21.75	143552.0
Cancer-loss.all.intron!stringent.both	direct_eigen	73.55	147964.0
No-phen.all.intron!stringent.both	direct_eigen	9064.71	231464.0
Decipher-loss.all.cds!stringent.both	direct_eigen	1.57	140688.0
